Icon;Name;Einheit;Kommentar;Type;var_name;ka;Default;Gründerzeit | Ausgangslage Gas;Gründerzeit | thermisch Saniert + Fernwärme;Gründerzeit | thermisch Saniert mit flexibler Wärmepumpe;Volksschule Neubau | Ökologisch;Wohnen Neubau 2.5 Geschosse | PEQ Deklaration;mg. Wohnbau 90er Sanierung | klimaneutrales PEQ Deklaration FW;Mischnutzung Neubau 7-stöckig | PEQ+M Deklaration;Südtiroler Quartier | Planung;Südtiroler Quartier | Ohne Tiefgarage;Südtiroler Quartier | PH;Südtiroler Quartier | PV x2;Südtiroler Quartier | Flexible HKLS mit WP;Südtiroler Quartier | Mob. Opt.;Südtiroler Quartier | Alle Maßnahmen;Südtiroler Quartier | Alle 150%PV;Südtiroler Quartier | Planung v2;Südtiroler Quartier | STB Zwischendecken;Südtiroler Quartier | test
❄️;Kühlperiode Mai;Bool;Input fehlt;Neu (aus alt Berechenbar);cooling_month5;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
❄️;Kühlperiode Juni;Bool;Input fehlt;Neu (aus alt Berechenbar);cooling_month6;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
❄️;Kühlperiode Juli;Bool;Input fehlt;Neu (aus alt Berechenbar);cooling_month7;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
❄️;Kühlperiode August;Bool;Input fehlt;Neu (aus alt Berechenbar);cooling_month8;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
❄️;Kühlperiode September;Bool;Input fehlt;Neu (aus alt Berechenbar);cooling_month9;2;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;0;0;1;0
❄️;Kühlperiode Oktober;Bool;Input fehlt;Neu (aus alt Berechenbar);cooling_month10;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
❄️;Kühlperiode November;Bool;Input fehlt;Neu (aus alt Berechenbar);cooling_month11;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
❄️;Kühlperiode Dezember;Bool;Input fehlt;Neu (aus alt Berechenbar);cooling_month12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
❄️;Aktive Kühlung Anteil Wohnen;;;Neu (aus alt Berechenbar);cool_share_residential;2;0;0;0;0;0;1;1;0;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
❄️;Aktive Kühlung Anteil Büro;;;Neu (aus alt Berechenbar);cool_share_office;2;0.1;0;0;1;0.1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
❄️;Aktive Kühlung Anteil Schule sekundär;;;Neu (aus alt Berechenbar);cool_share_schoolsec;2;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
❄️;Aktive Kühlung Anteil Schule primär;;;Neu (aus alt Berechenbar);cool_share_schoolprim;2;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
❄️;Aktive Kühlung Anteil Handel Lebensmittel;;;Neu (aus alt Berechenbar);cool_share_retailfood;2;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
❄️;Aktive Kühlung Anteil Handel Sonstige;;;Neu (aus alt Berechenbar);cool_share_retailother;2;1;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
❄️;Aktive Kühlung Anteil Sonstige Nutzung;;;Neu (aus alt Berechenbar);cool_share_other;2;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
❄️;Fläche Aktive Kühlung;;;Zwischenrechnung;NFA_cooled;0;0;0;0;13609.6;10455.2;4708.799999999999;7808.8;12775.84;5877.2288;5877.2288;5877.2288;0;5877.2288;5877.2288;5877.2288;5877.2288;5877.2288;5877.2288;5877.2288
❄️;NGF Anteil Aktive Kühlung;;;Zwischenrechnung;NFAfrac_c;0;0;0;0;0.09425348491899918;1;1;1;0.47662508207485227;0.23102924731345106;0.23102924731345106;0.23102924731345106;0;0.23102924731345106;0.23102924731345106;0.23102924731345106;0.23102924731345106;0.23102924731345106;0.23102924731345106;0.23102924731345106
❄️;NGF Anteil ohne aktive Kühlung;;;Zwischenrechnung;NFAfrac_u;0;1;1;1;0.9057465150810008;0;0;0;0.5233749179251477;0.7689707526865489;0.7689707526865489;0.7689707526865489;1;0.7689707526865489;0.7689707526865489;0.7689707526865489;0.7689707526865489;0.7689707526865489;0.7689707526865489;0.7689707526865489
❄️;spez. thermische Leistung Aufnahmesystem;W/m²;raumseitig;Neu (aus alt Berechenbar);QCmax_room_m2;2;25.331283949143437;50;50;50;20;15;50;50;50;50;50;50;50;50;50;50;50;50;50
❄️;Thermische Leistung Aufnahmesystem;MW;raumseitig;Zwischenrechnung;QCmax_room_MW;0;0;0;0;0.68048;0.209104;0.07063199999999999;0.39044;0.638792;0.29386144000000003;0.29386144000000003;0.29386144000000003;0;0.29386144000000003;0.29386144000000003;0.29386144000000003;0.29386144000000003;0.29386144000000003;0.29386144000000003;0.29386144000000003
❄️;Thermische Leistung Freecooling;W/m²;;Neu (default, nicht berechenbar);QCmax_freecooling;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
❄️;Thermische Leistung 1 EL;W/m²;;Neu (aus alt Berechenbar);QCmax_1el;2;25.331283949143437;0;0;20;20;15;30;30;50;50;50;50;50;50;50;50;50;50;50
❄️;Thermische Leistung 2 TH;W/m²;;Neu (default, nicht berechenbar);QCmax_2th;2;0;0;0;0;0;0;40;40;0;0;0;0;0;0;0;0;0;0;0
❄️;Thermische Leistung 3 EL;W/m²;;Neu (default, nicht berechenbar);QCmax_3el;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
❄️;Verteilverluste 1 El;;;Neu (default, nicht berechenbar);QC_distr_losses_1el;2;0;0.05;0.05;0.05;0.02;0.05;0.05;0;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05
❄️;Verteilverluste 2th;;;Neu (default, nicht berechenbar);QC_distr_losses_2th;2;0;0.05;0.05;0.05;0;0.05;0;0;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05
❄️;Verteilverluste 3el;;;Neu (default, nicht berechenbar);QC_distr_losses_3el;2;0;0.05;0.05;0.05;0;0.05;0;0;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05
❄️;Wirkungsgrad Erzeugung 1 El;;;Neu (aus alt Berechenbar);cool_cop_1el;2;0;5;5;2;6.5;9.86;7.5;5.4;5;5;5;5;6;5;5;5;5;5;5
❄️;Wirkungsgrad Erzeugung 2 TH;;;Neu (default, nicht berechenbar);cool_cop_2th;2;0;0.9;0.9;0.9;0;0.95;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9;0.9
❄️;Wirkungsgrad Erzeugung 3 EL;;;Neu (default, nicht berechenbar);cool_cop_3el;2;0;0;0;0;0;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0
❄️;Wirkungsgrad-Kehrwert Erzeugung 1 El;;;Zwischenrechnung;QC_to_EC_1;0;0;0.2;0.2;0.5;0.15384615384615385;0.10141987829614606;0.13333333333333333;0.18518518518518517;0.2;0.2;0.2;0.2;0.16666666666666666;0.2;0.2;0.2;0.2;0.2;0.2
❄️;Wirkungsgrad-Kehrwert Erzeugung 2 TH;;;Zwischenrechnung;QC_generation_eff_2th;0;0;1.1111111111111112;1.1111111111111112;1.1111111111111112;0;1.0526315789473684;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112;1.1111111111111112
❄️;Wirkungsgrad-Kehrwert Erzeugung 3 EL;;;Zwischenrechnung;QC_to_EC_3;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0
❄️;Hilfsstromanteil Freecooling;;;Neu (default, nicht berechenbar);QC_aux_fc;2;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0
❄️;Hilfsstromanteil KLEL1;;;Neu (aus alt Berechenbar);QC_aux_1el;2;0;0;0;0.02;0.05;0.02;0.02;0;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
❄️;Hilfsstromanteil KLTh2;;;Neu (aus alt Berechenbar);QC_aux_2th;2;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0
❄️;Hilfsstromanteil KLEL3;;;Neu (aus alt Berechenbar);QC_aux_3el;2;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0
❄️;Energieträger System 2 Thermisch;;;Neu (default, nicht berechenbar);cool_th2_carrier_type;2;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien;Fernkälte Wien
❄️;Kühlen Solltemperatur Maximum;°C;;Neu (aus alt Berechenbar);Tsetcool_max;2;25;26.000000000000004;26.000000000000004;26.000000000000004;26;25;25;25;26.000000000000004;26.000000000000004;26.000000000000004;26.000000000000004;26.000000000000004;26.000000000000004;26.000000000000004;26.000000000000004;26.000000000000004;26.000000000000004;26.000000000000004
💧;Temperatur Minimum;°C;;Neu (aus alt Berechenbar);DHW_Tmin;2;60;60;60;60;60;55;60;60;60;60;60;60;60;60;60;60;60;60;60
💧;Temperatur Maximum Eingabe;°C;;Neu (aus alt Berechenbar);DHW_Tmax_input;2;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70
💧;Temperatur Maximum Effektiv;°C;;Zwischenrechnung;DHW_Tmax;0;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70;70
💧;Warmwasser System 1 Anteil Wohnen;;;Neu (default, nicht berechenbar);DHW_1_share_residential;2;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
💧;Warmwasser System 1 Anteil Büro;;;Neu (default, nicht berechenbar);DHW_1_share_office;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
💧;Warmwasser System 1 Anteil Schule sekundär;;;Neu (default, nicht berechenbar);DHW_1_share_schoolsec;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
💧;Warmwasser System 1 Anteil Schule primär;;;Neu (default, nicht berechenbar);DHW_1_share_schoolprim;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
💧;Warmwasser System 1 Anteil Handel Lebensmittel;;;Neu (default, nicht berechenbar);DHW_1_share_retailfood;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
💧;Warmwasser System 1 Anteil Handel Sonstige;;;Neu (default, nicht berechenbar);DHW_1_share_retailother;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
💧;Warmwasser System 1 Anteil Sonstige Nutzung;;;Neu (default, nicht berechenbar);DHW_1_share_other;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
💧;Warmwasser-Speichergröße 1;liter;;Zwischenrechnung;DHW_storage_1_liter;0;19.184652278177456;16834.89070438564;16834.89070438564;16834.89070438564;2442.8037383177575;564.6043165467624;0;3165.842849800628;3073.970714307692;3073.970714307692;3073.970714307692;16834.89070438564;3073.970714307692;3073.970714307692;3073.970714307692;3073.970714307692;3073.970714307692;3073.970714307692;3073.970714307692
💧;Warmwasser-Speichergröße 2;liter;;Zwischenrechnung;DHW_storage_2_liter;0;0;0;0;0;0;0;936.3069544364508;0;0;0;0;0;0;0;0;0;0;0;0
💧;Warmwasser System 1 in Verwendung;bool;;Zwischenrechnung;DHW_1_is_used;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
💧;Warmwasser System 2 in Verwendung;bool;;Zwischenrechnung;DHW_2_is_used;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
💧;Warmwasser Ladeleistung 1;kW;;Zwischenrechnung;DHW_thermal_power_1_kW;0;0.005755395683453237;5.050467211315692;5.050467211315692;5.050467211315692;0.7328411214953272;0.16938129496402873;0;0.9497528549401882;0.9221912142923075;0.9221912142923075;0.9221912142923075;5.050467211315692;0.9221912142923075;0.9221912142923075;0.9221912142923075;0.9221912142923075;0.9221912142923075;0.9221912142923075;0.9221912142923075
💧;Warmwasser Verluste: Speicher1;;0-100%;Neu (default, nicht berechenbar);DHW_losses_1;2;0.05;0.05;0.05;0.05;0.05;0.05;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005
💧;Warmwasser Verluste: Speicher2;;0-100%;Neu (default, nicht berechenbar);DHW_losses_2;2;0.05;0.05;0.05;0.05;0.05;0.05;0.005;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05
💧;Warmwasser Verluste: Wirkungsgrad Verteilsystem 1;;;Neu (default, nicht berechenbar);DHW_efficiency_distribution_1;2;1;1;1;0.9;0.9;1;0.9;0.75;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95
💧;Warmwasser Verluste: Wirkungsgrad Verteilsystem 2;;;Neu (default, nicht berechenbar);DHW_efficiency_distribution_2;2;0;0;0;0;0;0;0.95;1;0;0;0;0;0;0;0;0;0;0;0
💧;Warmwasser Verlustaufschlag Verteilsystem 1;;;Zwischenrechnung;DHW_1_incl_distribution_factor;0;1;1;1;1.1111111111111112;1.1111111111111112;1;1.1111111111111112;1.3333333333333333;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684
💧;Warmwasser Verlustaufschlag Verteilsystem 2;;;Zwischenrechnung;DHW_2_incl_distribution_factor;0;0;0;0;0;0;0;1.0526315789473684;1;0;0;0;0;0;0;0;0;0;0;0
💧;Warmwasser System 1 Energieträger;;;Neu (default, nicht berechenbar);DHW_carriertype_1;2;Strom;Strom;Strom;Strom;Strom;Strom;Strom;Strom;Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Strom;Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Strom;Strom;Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert);Fernwärme aus hocheffizienter KWK(1) (Defaultwert)
💧;Warmwasser System 1 ist elektrisch;;;Zwischenrechnung;DHW_1_is_electric;0;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1;1;0;0;0
💧;Warmwasser System 2 Energieträger;;;;DHW_carriertype_2;2;Strom;Strom;Strom;Strom;Strom;Strom;Fernwärme Wien;Fernwärme Wien;Strom;Strom;Strom;Strom;Strom;Strom;Strom;Strom;Strom;Strom;Strom
💧;Warmwasser System 2 ist elektrisch;;;Zwischenrechnung;DHW_2_is_electric;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1
💧;Warmwasser System 1 Wirkungsgrad;;;Neu (aus alt Berechenbar);DHW_1_efficiency;2;3;3;3;3;3;1.6876972780994446;3;1.7;0.95;0.95;0.95;0.95;3.5;0.95;4;4;0.95;0.95;0.95
💧;Warmwasser System 2 Wirkungsgrad;;;Neu (default, nicht berechenbar);DHW_2_efficiency;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
💧;Warmwasser System 1 Wirkungsgradkehrwert;;;Zwischenrechnung;DHW_conversion_1;0;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.3333333333333333;0.5925233233332718;0.3333333333333333;0.5882352941176471;1.0526315789473684;1.0526315789473684;1.0526315789473684;1.0526315789473684;0.2857142857142857;1.0526315789473684;0.25;0.25;1.0526315789473684;1.0526315789473684;1.0526315789473684
💧;Warmwasser System 2 Wirkungsgradkehrwert;;;Zwischenrechnung;DHW_conversion_2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
💧;WW-System 1 Hilfsstromanteil;;;;DHW_1_el_aux;1;0.05;0;0.05;0;0;0.02;0;0;0;0;0;0.05;0;0;0;0;0;0;0
💧;WW-System 2 Hilfsstromanteil;;;;DHW_2_el_aux;1;0.05;0.05;0.05;0.05;0.05;0;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05
🌞;PV Nutzung;Bool;;Neu (aus alt Berechenbar);PV_is_used;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
🌞;PV Profil Name;;;Neu (aus alt Berechenbar);PV_profile_name;2;Roof tilt: 15° (Vienna);Azi80Tilt27Wp460;Azi80Tilt27Wp460;Gesamtquartier;Azi-100Tilt15Wp460;BICHL_100 kWp 90%;V1oPBlend_ges;Var_Planstand_Pilzgasse;Var_Planstand_Pilzgasse;Var_Planstand_Pilzgasse;Var_Planstand_Pilzgasse;Var_Planstand_Pilzgasse;Var_Planstand_Pilzgasse;Var_Planstand_Pilzgasse;Var_Planstand_Pilzgasse;Var_Planstand_Pilzgasse;Var_Planstand_Pilzgasse;Var_Planstand_Pilzgasse;Var_Planstand_Pilzgasse
🌞;PV Profil ID;;;Zwischenrechnung;PV_id;0;41;8;8;11;9;19;46;13;13;13;13;13;13;13;13;13;13;13;13
🌞;PV Skalierungsfaktor Profil;;;Neu (default, nicht berechenbar);PV_scale;2;9.3;1;1;1;750;1.96;0.54;1;0.9767857142857143;0.9767857142857143;0.9767857142857143;2;0.9767857142857143;0.9767857142857143;2;1.5;0.9767857142857143;0.9767857142857143;0.9767857142857143
🌞;PV Wechselrichter Effizienz;;;Neu (aus alt Berechenbar);PV_efficiency;1;0.9;0.935751;0.9;0.9;0.9;0.935751;0.93;0.935751;0.935751;0.935751;0.935751;0.9;0.935751;0.935751;0.935751;0.935751;0.935751;0.935751;0.935751
🌞;Spezifische PV Fläche;m2/kWp;;;PV_m2_per_kWp;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
🌞;PV Installierte Leistung;kWp;;;PV_kWp;0;9.3;0.46;0.46;1266.8;345;196;91.13580000000002;560;547;547;547;0.46;547;547;1120;840;547;547;547
🌞;PV-Modulfläche;m²;;;PV_module_area;0;46.5;2.3000000000000003;2.3000000000000003;6334;1725;980;455.6790000000001;2800;2735;2735;2735;2.3000000000000003;2735;2735;5600;4200;2735;2735;2735
🔋;Flex PV Nutzung;;;Neu (aus alt Berechenbar);FLEX_PV_is_used;2;1;1;0;1;0;1;1;1;0;0;1;1;1;0;1;1;1;0;1
🔋;Flex Signal Nutzung;;;Neu (aus alt Berechenbar);FLEX_is_used;2;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;1;1;0;1
🔋;Flex Signal Name;;;Neu (aus alt Berechenbar);FLEX_signal_name;2;Wind AT 2020;Wind AT 2020;Wind AT 2020;Wind AT 2020;Wind AT 2020;Wind AT 2020;Wind AT 2020;Wind AT 2020;Wind AT 2020;Wind AT 2020;Wind AT 2020;Wind AT 2020;Wind AT 2020;Wind AT 2020;Wind AT 2020;Wind AT 2020;Wind AT 2020;Wind AT 2020;Wind AT 2020
🔋;Flex Signal ID;;;Abgelöst in Klimaaktiv;FLEX_signal_ID;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
🔋;Flex Maximale Leistung;W/m²;;Neu (aus alt Berechenbar);FLEX_grid_maxpower_Wm2;1;40;58.5;40;58.5;58.5;40;58.5;58.5;58.5;58.5;58.5;40;58.5;58.5;58.5;58.5;58.5;58.5;58.5
🔋;Flex Netzbezug deckt Nutzerstrom;bool;muss jetzt nicht mehr automatisch Wahr sein;Neu (default, nicht berechenbar);FLEX_is_used_for_plugloads;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
🔋;Flex Netzbezug deckt HVAC Minimum;bool;muss jetzt nicht mehr automatisch Wahr sein;Neu (default, nicht berechenbar);FLEX_is_used_for_HVAC_min;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
🔋;Flex Netzbezug deckt EV Minimum;bool;muss jetzt nicht mehr automatisch Wahr sein;Neu (default, nicht berechenbar);FLEX_is_used_for_ev_min;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
♨️;Flexibles Heizen über Solltemperatur;;Kelvin;Neu (aus alt Berechenbar);flex_heat_dT;2;4;0;0;2;0;3;3;3;0;0;0;0;2;0;2;2;0;0;0
♨️;Flexibles Heizen Maximale Raumtemperatur;;°C;Zwischenrechnung;Tsetheat_flex;0;25;21;21;23;22;25;25;25;20;20;20;21;22;20;22;22;20;20;20
♨️;Flexibles Heizsystem;Text;;Neu (aus alt Berechenbar);FLEX_choice_heat_system;2;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1
♨️;Flexibles Heizen mit Heizsystem 1;bool;;Neu (aus alt Berechenbar);FLEX_heat1_use;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
♨️;Flexibles Heizen mit Heizsystem 3;bool;;Neu (default, nicht berechenbar);FLEX_heat3_use;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
❄️;Flexibles Kühlen unter Solltemperatur;;Kelvin;Neu (aus alt Berechenbar);flex_cool_dT;2;2;0;0;0;0;2;2;2;0;0;0;0;2;0;2;2;0;0;0
❄️;Flexibles Kühlen Minimale Raumtemperatur;;°C;Neu (aus alt Berechenbar);Tsetcool_flex;0;23;26.000000000000004;26.000000000000004;26.000000000000004;26;23;23;23;26.000000000000004;26.000000000000004;26.000000000000004;26.000000000000004;24.000000000000004;26.000000000000004;24.000000000000004;24.000000000000004;26.000000000000004;26.000000000000004;26.000000000000004
❄️;Flexibles Kühlsystem;Text;;Neu (aus alt Berechenbar);FLEX_choice_cool_system;2;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1;System 1
❄️;Flexibles Kühlen mit Kühlsystem 1;bool;;Neu (aus alt Berechenbar);FLEX_cool1_use;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
❄️;Flexibles Kühlen mit Kühlsystem 3;bool;;Neu (default, nicht berechenbar);FLEX_cool3_use;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
🔋;Batterie Nutzung;;;Neu (aus alt Berechenbar);Batt_is_used;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1
🔋;Batterie Kapazität;kWh;;Neu (aus alt Berechenbar);Batt_cap_kWh;2;1382.4;0.46;0.46;2000;1382.4;482.48639999999995;250;250;547;547;547;547;547;547;547;547;547;547;547
🔋;Batterie Kapazität spezifisch;W/m²;;Zwischenrechnung;Batt_cap_Wh_per_NFA;0;8640;0.0031857367639562973;0.0031857367639562973;13.85102940850564;132.22128701507384;102.46483180428136;32.01516238090359;9.326687757416583;21.50214030810877;21.50214030810877;21.50214030810877;0.0031857367639562973;21.50214030810877;21.50214030810877;21.50214030810877;21.50214030810877;21.50214030810877;21.50214030810877;21.50214030810877
🔋;Maximale Be/Entladeleistung;%;;Neu (aus alt Berechenbar);Batt_c_rate;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
🔋;Batterie Leistung spezifisch;W/m²;;Zwischenrechnung;Batt_max_power_specific;0;8640;0.0031857367639562973;0.0031857367639562973;13.85102940850564;132.22128701507384;102.46483180428136;32.01516238090359;9.326687757416583;21.50214030810877;21.50214030810877;21.50214030810877;0.0031857367639562973;21.50214030810877;21.50214030810877;21.50214030810877;21.50214030810877;21.50214030810877;21.50214030810877;21.50214030810877
🔋;Wirkungsgrad Ladung;%;;Neu (aus alt Berechenbar);Batt_eff_factor_charge;1;0.95;0.95;0.95;0.95;0.95;0.9;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95
🔋;Wirkungsgrad Entladung;%;;Neu (aus alt Berechenbar);Batt_eff_factor_discharge;1;0.95;0.95;0.95;0.95;0.95;0.9;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95
🔋;Batterie Selbstentladung;%/h;;Neu (aus alt Berechenbar);Batt_self_discharge_rate;1;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
🔋;Batterie Selbstentladung pro Stunde;;;Zwischenrechnung;Batt_auto_discharge_factor;0;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905;0.00011904761904761905
🔋;Batterie Initialer SOC;%;;Zwischenrechnung;Batt_SOC_init;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
🔋;Batterie Nutzung für Nutzerstrom;bool;;Neu (default, nicht berechenbar);Batt_is_used_for_plugloads;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
🔋;Batterie Nutzung für HKLS Minimum;bool;;Neu (default, nicht berechenbar);Batt_is_used_for_HVACminimum;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
🔋;Batterie Nutzung für Ecars;bool;;Neu (default, nicht berechenbar);Batt_is_used_for_EV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
🔋;Batterie wird flexibel  durch Netz geladen?;bool;;Neu (default, nicht berechenbar);Batt_is_gridcharged;2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0
🔋;Flexible WW-Speicherbeladung;bool;;;flex_dhw_use;0;0;0;0;0;0;1;1;0;1;1;1;0;1;1;1;0;0;1;0
🔋;Flex Signal Table;;;;flex_Signals_selected_column;0;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16
🔋;Batterie wird während Netzsignal nicht entladen;;;;Batt_is_not_used_during_signals;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
🚗;MIV simulieren;bool;;Neu (aus alt Berechenbar);mobility_is_included;2;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1
🚗;Mobilitätsregion;str;;;mobility_region;0;93;91 optimiert;91 optimiert;91;93;11 optimiert;93;93 optimiert;11;11;11;91;11;11;11;11;11 optimiert;11;11 optimiert
🚗;Zielverkehrsanteil Wohnen;%;;Zwischenrechnung;mobshare_residential;0;0.5;0.52;0.52;0.52;0.5;0.51;0.5;0.5;0.51;0.51;0.51;0.52;0.51;0.51;0.51;0.51;0.51;0.51;0.51
🚗;Zielverkehrsanteil Büro;%;;Zwischenrechnung;mobshare_office;0;0.17;0.21;0.21;0.21;0.17;0.19;0.17;0.17;0.19;0.19;0.19;0.21;0.19;0.19;0.19;0.19;0.19;0.19;0.19
