Icon;Name;Einheit;Kommentar;Type;var_name;ka;Default;Gründerzeit | Ausgangslage Gas;Gründerzeit | thermisch Saniert + Fernwärme;Gründerzeit | thermisch Saniert mit flexibler Wärmepumpe;Volksschule Neubau | Ökologisch;Wohnen Neubau 2.5 Geschosse | PEQ Deklaration;mg. Wohnbau 90er Sanierung | klimaneutrales PEQ Deklaration FW;Mischnutzung Neubau 7-stöckig | PEQ+M Deklaration;Südtiroler Quartier | Planung;Südtiroler Quartier | Ohne Tiefgarage;Südtiroler Quartier | PH;Südtiroler Quartier | PV x2;Südtiroler Quartier | Flexible HKLS mit WP;Südtiroler Quartier | Mob. Opt.;Südtiroler Quartier | Alle Maßnahmen;Südtiroler Quartier | Alle 150%PV;Südtiroler Quartier | Planung v2;Südtiroler Quartier | STB Zwischendecken;Südtiroler Quartier | test
🧱;Transmissionsleitwert spezifisch;W/m²K;ink. Wärmebrückenzuschlag;Zwischenrechnung;transmittance_Wm²;0;0.691064017835386;1.5824175015963287;1.5824175015963287;0.4343288565810521;0.316105650776647;0.32149523406435554;0.4532850407906007;0.23145333388049902;0.4383003082524821;0.4383003082524821;0.3464929005491026;1.5824175015963287;0.4383003082524821;0.4383003082524821;0.36609226618706286;0.36609226618706286;0.4383003082524821;0.4383003082524821;0.4383003082524821
🧱;Spezif. wirksame Wärmekapazität;Wh/m²K;;Neu (aus alt Berechenbar);heat_capacity_effective_m²;2;204;204;204;204;204;204;135;204;150;150;150;150;150;150;150;150;150;150;150
🧱;Spezif. wirksame Wärmekapazität ungekühlter Bereich;Wh/m²K;Kann separat eingegebn werden;Zwischenrechnung;heat_cap_eff_uncooled_m2;0;204;204;204;204;204;204;135;204;150;150;150;204;150;150;150;150;150;150;150
🧱;Spezif. wirksame Wärmekapazität gekühlter Bereich;Wh/m²K;Kann separat eingegebn werden;Zwischenrechnung;heat_cap_eff_cooled_m2;0;204;204;204;204;204;204;135;204;150;150;150;204;150;150;150;150;150;150;150
🏢;g-Wert Fenster Nord;;;Neu (aus alt Berechenbar);window_total_transmittance_north;2;0.5;0.71755784189881;0.71755784189881;0.6;0.48;0.5;0.55;0.39489326478831027;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
🏢;g-Wert Fenster Ost;;;Neu (aus alt Berechenbar);window_total_transmittance_east;2;0.5;0.71755784189881;0.71755784189881;0.6;0.48;0.5;0.55;0.39489326478831027;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
🏢;g-Wert Fenster Süd;;;Neu (aus alt Berechenbar);window_total_transmittance_south;2;0.5;0.71755784189881;0.71755784189881;0.6;0.48;0.5;0.55;0.39489326478831027;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
🏢;g-Wert Fenster West;;;Neu (aus alt Berechenbar);window_total_transmittance_west;2;0.5;0.71755784189881;0.71755784189881;0.6;0.48;0.5;0.55;0.39489326478831027;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
🏢;g-Wert Fenster Horizontal;;;Neu (aus alt Berechenbar);window_total_transmittance_horizontal;2;0.5;0.71755784189881;0.71755784189881;0.6;0.48;0;0.55;0.39489326478831027;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
🏢;Einstrahlungsfaktor Fenster Nord;;;Neu (aus alt Berechenbar);window_irradiation_factor_winter_north;2;0.82;0.4000000000000001;0.4000000000000001;0.4000000000000001;0.7;0.7728998098140856;0.4;0.6479577060223153;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75
🏢;Einstrahlungsfaktor Fenster Ost;;;Neu (aus alt Berechenbar);window_irradiation_factor_winter_east;2;0.82;0.4000000000000001;0.4000000000000001;0.4000000000000001;0.7;0.6916528697313069;0.4;0.6077982515447539;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75
🏢;Einstrahlungsfaktor Fenster Süd;;;Neu (aus alt Berechenbar);window_irradiation_factor_winter_south;2;0.82;0.4000000000000001;0.4000000000000001;0.4000000000000001;0.7;0.6249760654874867;0.4;0.6853022454534864;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75
🏢;Einstrahlungsfaktor Fenster West;;;Neu (aus alt Berechenbar);window_irradiation_factor_winter_west;2;0.82;0.4000000000000001;0.4000000000000001;0.4000000000000001;0.7;0.5511169911065599;0.4;0.6077982515447539;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75
🏢;Einstrahlungsfaktor Fenster Horizontal;;;Neu (aus alt Berechenbar);window_irradiation_factor_winter_horizontal;2;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1
🏢;Einstrahlungsfaktor Sommer Nord;;;Neu (aus alt Berechenbar);window_irradiation_factor_summer_north;2;0.8;0.32564602530860115;0.32564602530860115;0.32564602530860115;0.65;0.803655896312464;0.1;0.17357099704734563;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65
🏢;Einstrahlungsfaktor Sommer Ost;;;Neu (aus alt Berechenbar);window_irradiation_factor_summer_east;2;0.75;0.32564602530860115;0.32564602530860115;0.32564602530860115;0.55;0.3883073640802578;0.1;0.17355885084474965;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65
🏢;Einstrahlungsfaktor Sommer Süd;;;Neu (aus alt Berechenbar);window_irradiation_factor_summer_south;2;0.75;0.32564602530860115;0.32564602530860115;0.32564602530860115;0.2;0.22172962974920987;0.1;0.15789240780802957;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65
🏢;Einstrahlungsfaktor Sommer  West;;;Neu (aus alt Berechenbar);window_irradiation_factor_summer_west;2;0.75;0.32564602530860115;0.32564602530860115;0.32564602530860115;0.55;0.2521617759256212;0.1;0.17355885084474965;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65;0.65
🏢;Einstrahlungsfaktor Sommer  Horizontal;;;Neu (aus alt Berechenbar);window_irradiation_factor_summer_horizontal;2;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1
🏢;Zuschlag opake Bauteile;;;Neu (aus alt Berechenbar);irradiation_opaque_surcharge;1;1.0656015703573898;1.0656015703573898;1.0656015703573898;1.0656015703573898;1.0656015703573898;1.0656015703573898;1.0656015703573898;1.0656015703573898;1.0656015703573898;1.0656015703573898;1.0656015703573898;1.0656015703573898;1.0656015703573898;1.0656015703573898;1.0656015703573898;1.0656015703573898;1.0656015703573898;1.0656015703573898;1.0656015703573898
🏢;Fc-Wert Wohnen;;;Neu (default, nicht berechenbar);fc_residential;2;1;1;1;1;1;0.4;0.5;1;1;1;1;1;1;1;1;1;1;1;1
🏢;Fc-Wert Büro;;;;fc_office;2;1;1;1;1;1;1;1;1;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5;0.5
🏢;Fc-Wert Sekundäre Bildungseinrichtung oder Universität;;;;fc_edusec;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
🏢;Fc-Wert Kindergarten und Volksschule;;;;fc_eduprim;2;1;1;1;1;0.7;1;1;1;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7
🏢;Fc-Wert Lebensmittelhandel;;;;fc_retailfood;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
🏢;Fc-Wert Handel;;;;fc_retailother;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
🏢;Fc-Wert Sonstige;;;;fc_other;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
🏢;Fc-Wert ungekühlt;;;;fc_u;0;1;1;1;1;0;0;0;0.9999999999999999;1.0000000000000002;1.0000000000000002;1.0000000000000002;1;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002
🏢;Fc-Wert gekühlt;;;;fc_c;0;0;0;0;1;0.7000000000000001;0.4;0.5;1;0.9252523910588609;0.9252523910588609;0.9252523910588609;0;0.9252523910588609;0.9252523910588609;0.9252523910588609;0.9252523910588609;0.9252523910588609;0.9252523910588609;0.9252523910588609
🏢;Lux-Wert Wohnen;lux;;;illuminance_min_residential;2;300;300;300;300;300;100;300;300;300;300;300;300;300;300;300;300;300;300;300
🏢;Lux-Wert Büro;lux;;;illuminance_min_office;2;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300
🏢;Lux-Wert Sekundäre Bildungseinrichtung oder Universität;lux;;;illuminance_min_schoolsec;2;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300
🏢;Lux-Wert Kindergarten und Volksschule;lux;;;illuminance_min_schoolprim;2;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300
🏢;Lux-Wert Lebensmittelhandel;lux;;;illuminance_min_retailfood;2;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300
🏢;Lux-Wert Handel;lux;;;illuminance_min_retailother;2;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300
🏢;Lux-Wert Sonstige;lux;;;illuminance_min_other;2;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300;300
🏢;Strahlungsschwellenwert Jalousie Ungekühlt;W/m²;;;QS_max_shading_u;0;3;3;3;3;0;0;0;2.9999999999999996;3.0000000000000004;3.0000000000000004;3.0000000000000004;3;3.0000000000000004;3.0000000000000004;3.0000000000000004;3.0000000000000004;3.0000000000000004;3.0000000000000004;3.0000000000000004
🏢;Strahlungsschwellenwert Jalousie Gekühlt;W/m²;;;QS_max_shading_c;0;0;0;0;3.0000000000000004;3;1;3;3.0000000000000004;2.9999999999999996;2.9999999999999996;2.9999999999999996;0;2.9999999999999996;2.9999999999999996;2.9999999999999996;2.9999999999999996;2.9999999999999996;2.9999999999999996;2.9999999999999996
🏢;Abminderungsfaktor Verschmutzung;;;;illuminance_efficiency_dirt;1;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95;0.95
🏢;Abminderungsfaktor Verglasungsanteil;;;;illuminance_efficiency_glazing_ratio;2;0.7;0.7;0.7;0.7;0.85;0.7;1;1;0.724;0.724;0.724;0.724;0.724;0.724;0.724;0.724;0.724;0.724;0.724
🏢;Abschattungseffekt Mobiler Sonnenschutz ungekühlt;;;;mob_shading_factor_u;0;1;1;1;1.6666666666666667;0;0;0;0.9999999999999999;1.0000000000000002;1.0000000000000002;1.0000000000000002;1;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002
🏢;Abschattungseffekt Mobiler Sonnenschutz gekühlt;;;;mob_shading_factor_c;0;0;0;0;1.6666666666666667;1.4583333333333335;0.4;0.5;1;0.9252523910588609;0.9252523910588609;0.9252523910588609;0;0.9252523910588609;0.9252523910588609;0.9252523910588609;0.9252523910588609;0.9252523910588609;0.9252523910588609;0.9252523910588609
💨;Luftdichtheit n50;1/h;;Neu (aus alt Berechenbar);vent_air_tightness;2;1.5;0.4;0.4;0.4;0.4;0.5;1.5;1.5;1.5;1.5;0.6;1.5;1.5;1.5;0.6;0.6;1.5;1.5;1.5
💨;Verhältnis Blower Door / Reale Infiltration;;;Neu (default, nicht berechenbar);vent_tightness_ratio_blowerdoor_to_real;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
💨;Luftwechsel Infiltration;1/h;;;vent_infiltration_ACH;0;0.15;0.04;0.04;0.04;0.04;0.05;0.15;0.15;0.15;0.15;0.06;0.15;0.15;0.15;0.06;0.06;0.15;0.15;0.15
💨;Mechanische Lüftung Wohnen;Anteil;;Neu (aus alt Berechenbar);vent_share_mechanical_residential;2;1;0;0;0;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0
💨;Mechanische Lüftung Büro;Anteil;;Neu (aus alt Berechenbar);vent_share_mechanical_office;2;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
💨;Mechanische Lüftung Bildung sekundär;Anteil;;Neu (aus alt Berechenbar);vent_share_mechanical_schoolsec;2;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
💨;Mechanische Lüftung Bildung primär;Anteil;;Neu (aus alt Berechenbar);vent_share_mechanical_schoolprim;2;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
💨;Mechanische Lüftung Handel Lebensmittel;Anteil;;Neu (aus alt Berechenbar);vent_share_mechanical_retailfood;2;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
💨;Mechanische Lüftung Handel sonstiger;Anteil;;Neu (aus alt Berechenbar);vent_share_mechanical_retailother;2;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
💨;Mechanische Lüftung Sonstige Nutzung;Anteil;;Neu (aus alt Berechenbar);vent_share_mechanical_other;2;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1
💨;Fensterlüftung Nettogeschoßfläche;m²NGF;;Zwischenrechnung;NFA_windowvent;0;0;130784;130784;130784;0;0;0;0;24338.064;24338.064;0;130784;24338.064;24338.064;0;0;24338.064;24338.064;24338.064
💨;Fensterlüftung Raumvolumen;m³netto;;Zwischenrechnung;NFV_windowvent;0;0;418508.80000000005;418508.80000000005;418508.80000000005;0;0;0;0;73598.305536;73598.305536;0;418508.80000000005;73598.305536;73598.305536;0;0;73598.305536;73598.305536;73598.305536
💨;Mechanische Lüftung Nettogeschoßfläche;m²NGF;;Zwischenrechnung;NFA_mechvent;0;160;13609.6;13609.6;13609.6;10455.2;4708.799999999999;7808.8;26804.8;1101.264;1101.264;25439.327999999998;13609.6;1101.264;1101.264;25439.327999999998;25439.327999999998;1101.264;1101.264;1101.264
💨;Mechanische Lüftung Raumvolumen;m³netto;;Zwischenrechnung;NFV_mechvent;0;416;47633.6;47633.6;47633.6;32933.880000000005;11771.999999999998;19522;69692.48;3934.4979200000002;3934.4979200000002;77532.803456;47633.6;3934.4979200000002;3934.4979200000002;77532.803456;77532.803456;3934.4979200000002;3934.4979200000002;3934.4979200000002
💨;Nachtauskühlung Fensterstellung Wohnen;;;Neu (default, nicht berechenbar);vent_night_residential;2;geöffnet;geöffnet;geöffnet;geöffnet;geöffnet;geschlossen;Einseitig 50%;geschlossen;Querlüftung 32% (10cm Spalt);Querlüftung 32% (10cm Spalt);Querlüftung 32% (10cm Spalt);Querlüftung 32% (10cm Spalt);Querlüftung 32% (10cm Spalt);Querlüftung 32% (10cm Spalt);Querlüftung 32% (10cm Spalt);Querlüftung 32% (10cm Spalt);Querlüftung 32% (10cm Spalt);Querlüftung 32% (10cm Spalt);Querlüftung 32% (10cm Spalt)
💨;Nachtauskühlung Fensterstellung Büro;;;Neu (default, nicht berechenbar);vent_night_office;2;geöffnet;geschlossen;geschlossen;geschlossen;geöffnet;geschlossen;geöffnet;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen
💨;Nachtauskühlung Fensterstellung Bildung sekundär;;;Neu (default, nicht berechenbar);vent_night_schoolsec;2;geöffnet;geschlossen;geschlossen;geschlossen;geöffnet;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen
💨;Nachtauskühlung Fensterstellung Bildung primär;;;Neu (default, nicht berechenbar);vent_night_schoolprim;2;geöffnet;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen
💨;Nachtauskühlung Fensterstellung Handel Lebensmittel;;;Neu (default, nicht berechenbar);vent_night_retailfood;2;geöffnet;geschlossen;geschlossen;geschlossen;geöffnet;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen
💨;Nachtauskühlung Fensterstellung Handel sonstiger;;;Neu (default, nicht berechenbar);vent_night_retailother;2;geöffnet;geschlossen;geschlossen;geschlossen;geöffnet;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen
💨;Nachtauskühlung Fensterstellung Sonstige Nutzung;;;Neu (default, nicht berechenbar);vent_night_other;2;geöffnet;geschlossen;geschlossen;geschlossen;geöffnet;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen;geschlossen
💨;Nachtauskühlung Luftwechsel;m³/h;;Zwischenrechnung;ACH_night_m³;0;0;418508.80000000005;418508.80000000005;418508.80000000005;0;0;0;0;294393.222144;294393.222144;0;418508.80000000005;294393.222144;294393.222144;0;0;294393.222144;294393.222144;294393.222144
💨;Luftwechsel Wohnen;1/h;Maximal;Neu (aus alt Berechenbar);vent_ach_max_residential;2;0.40000000000005964;0.40000000000005964;0.40000000000005964;0.40000000000005964;0.40000000000005964;0.4;0.4;0.40000000000005964;0.25;0.25;0.4;0.25;0.25;0.25;0.4;0.4;0.25;0.25;0.25
💨;Luftwechsel Büro;1/h;Maximal;Neu (aus alt Berechenbar);vent_ach_max_office;2;0.30000000000000004;1.5;1.5;1.5;0.30000000000000004;0.30000000000000004;1.5;0.30000000000000004;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5
💨;Luftwechsel Bildung sekundär;1/h;Maximal;Neu (aus alt Berechenbar);vent_ach_max_schoolsec;2;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;4;0.19178981940001202;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006
💨;Luftwechsel Bildung primär;1/h;Maximal;Neu (aus alt Berechenbar);vent_ach_max_schoolprim;2;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.19178981940001202;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006;0.95894909700006
💨;Luftwechsel Handel Lebensmittel;1/h;Maximal;Neu (aus alt Berechenbar);vent_ach_max_retailfood;2;0.44999999999999996;1.5;1.5;1.5;0.44999999999999996;0.30000000000000004;1.5;0.44999999999999996;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5
💨;Luftwechsel Handel sonstiger;1/h;Maximal;Neu (aus alt Berechenbar);vent_ach_max_retailother;2;0.44999999999999996;1.5;1.5;1.5;0.44999999999999996;0.30000000000000004;1.5;0.44999999999999996;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5
💨;Luftwechsel Sonstige Nutzung;1/h;Maximal;Neu (default, nicht berechenbar);vent_ach_max_other;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
💨;Skalierung Luftwechsel Wohnen;;;Zwischenrechnung;vent_scale_residential;0;1.000000000000149;1.000000000000149;1.000000000000149;1.000000000000149;1.000000000000149;1;1;1.000000000000149;0.625;0.625;1;0.625;0.625;0.625;1;1;0.625;0.625;0.625
💨;Skalierung Luftwechsel Büro;;;Zwischenrechnung;vent_scale_office;0;0.20000000000000004;1;1;1;0.20000000000000004;0.20000000000000004;1;0.20000000000000004;1;1;1;1;1;1;1;1;1;1;1
💨;Skalierung Luftwechsel Bildung sekundär;;;Zwischenrechnung;vent_scale_school_sec;0;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;4.171232876190925;0.20000000000001256;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628
💨;Skalierung Luftwechsel Bildung primär;;;Zwischenrechnung;vent_scale_school_prim;0;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;0.20000000000001256;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628;1.0000000000000628
💨;Skalierung Luftwechsel Handel Lebensmittel;;;Zwischenrechnung;vent_scale_supermarket;0;0.3;1;1;1;0.3;0.20000000000000004;1;0.3;1;1;1;1;1;1;1;1;1;1;1
💨;Skalierung Luftwechsel Handel sonstiger;;;Zwischenrechnung;vent_scale_retail;0;0.3;1;1;1;0.3;0.20000000000000004;1;0.3;1;1;1;1;1;1;1;1;1;1;1
💨;Skalierung Luftwechsel Sonstige Nutzung;;;Zwischenrechnung;vent_scale_other;0;;;;;;;;;;;;;;;;;;;
💨;Lüfterstrom mech. Wohnen;Anteil;;Neu (aus alt Berechenbar);Ev_scale_residential;2;1;1;1;1;1;0.75;0.5;1;0.5;0.5;1;0.5;0.5;0.5;1;1;0.5;0.5;0.5
💨;Lüfterstrom mech. Büro;Anteil;;Neu (aus alt Berechenbar);Ev_scale_office;2;1;0.5;0.5;0.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
💨;Lüfterstrom mech.  Bildung sekundär;Anteil;;Neu (aus alt Berechenbar);Ev_scale_school_sec;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
💨;Lüfterstrom mech.  Bildung primär;Anteil;;Neu (aus alt Berechenbar);Ev_scale_school_prim;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
💨;Lüfterstrom mech.  Handel Lebensmittel;Anteil;;Neu (aus alt Berechenbar);Ev_scale_retail_food;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
💨;Lüfterstrom mech.  Handel sonstiger;Anteil;;Neu (aus alt Berechenbar);Ev_scale_retail_other;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
💨;Lüfterstrom mech.  Sonstige Nutzung;Anteil;;Neu (aus alt Berechenbar);Ev_scale_other;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
💨;Wärmerückgewinnung Winter Wohnen;;Maximal;Neu (aus alt Berechenbar);vent_heat_recovery_winter_residential;2;0;0;0;0;0;0.85;0.8;0.3;0;0;0.6;0;0;0;0.8;0.8;0;0;0
💨;Wärmerückgewinnung Winter Büro;;Maximal;Neu (aus alt Berechenbar);vent_heat_recovery_winter_office;2;0;0;0;0.8;0;0;0;0.3;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8;0.8
💨;Wärmerückgewinnung Winter Bildung sekundär;;Maximal;Neu (aus alt Berechenbar);vent_heat_recovery_winter_schoolsec;2;0;0;0;0;0;0;0;0.3;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75
💨;Wärmerückgewinnung Winter Bildung primär;;Maximal;Neu (aus alt Berechenbar);vent_heat_recovery_winter_schoolprim;2;0;0;0;0;0.8;0;0;0.3;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75
💨;Wärmerückgewinnung Winter Handel Lebensmittel;;Maximal;Neu (aus alt Berechenbar);vent_heat_recovery_winter_retailfood;2;0;0;0;0;0;0;0;0.3;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75
💨;Wärmerückgewinnung Winter Handel sonstiger;;Maximal;Neu (aus alt Berechenbar);vent_heat_recovery_winter_retailother;2;0;0;0;0;0;0;0;0.3;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75
💨;Wärmerückgewinnung Winter Sonstige Nutzung;;Maximal;Neu (aus alt Berechenbar);vent_heat_recovery_winter_other;2;0;0;0;0;0;0;0;0.3;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75;0.75
💨;Wärmerückgewinnung Sommer Wohnen;;;Neu (aus alt Berechenbar);vent_heat_recovery_summer_residential;2;0.2;0.2;0.2;0.2;0.2;0.85;0;0.2;0;0;0;0;0;0;0;0;0;0;0
💨;Wärmerückgewinnung Sommer Büro;;;Neu (aus alt Berechenbar);vent_heat_recovery_summer_office;2;0.2;0.2;0.2;0.2;0.2;0;0;0.2;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3
💨;Wärmerückgewinnung Sommer Bildung sekundär;;;Neu (aus alt Berechenbar);vent_heat_recovery_summer_schoolsec;2;0;0;0;0;0.2;0;0;0.2;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3
💨;Wärmerückgewinnung Sommer Bildung primär;;;Neu (aus alt Berechenbar);vent_heat_recovery_summer_schoolprim;2;0;0;0;0;0;0;0;0.2;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3
💨;Wärmerückgewinnung Sommer Handel Lebensmittel;;;Neu (aus alt Berechenbar);vent_heat_recovery_summer_retailfood;2;0;0;0;0;0;0;0;0.2;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3
💨;Wärmerückgewinnung Sommer Handel sonstiger;;;Neu (aus alt Berechenbar);vent_heat_recovery_summer_retailother;2;0;0;0;0;0;0;0;0.2;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3
💨;Wärmerückgewinnung Sommer Sonstige Nutzung;;;Neu (aus alt Berechenbar);vent_heat_recovery_summer_other;2;0;0;0;0;0;0;0;0.2;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3;0.3
💨;Fensterlüftung Anteil ohne aktive Kühlung;;pro Quartiersvolumen!;;Vent_share_window_uncooled;0;0;0.89781320042974;0.89781320042974;0.89781320042974;0;0;0;0;0.7594030114261732;0.7594030114261732;0;0.89781320042974;0.7594030114261732;0.7594030114261732;0;0;0.7594030114261732;0.7594030114261732;0.7594030114261732
💨;Fensterlüftung Anteil mit aktiver Kühlung;;pro Quartiersvolumen!;;Vent_share_window_cooled;0;0;0;0;0;0;0;0;0;0.1898507528565433;0.1898507528565433;0;0;0.1898507528565433;0.1898507528565433;0;0;0.1898507528565433;0.1898507528565433;0.1898507528565433
💨;Quartiersanteil Mechanische Lüftung ohne aktiver Kühlung;;pro Quartiersvolumen!;;Vent_share_mech_uncooled;0;1;0.10218679957026007;0.10218679957026007;0;0;0;0;0.5233749179251478;0.004255396236087832;0.004255396236087832;0.763658407662261;0.10218679957026007;0.004255396236087832;0.004255396236087832;0.763658407662261;0.763658407662261;0.004255396236087832;0.004255396236087832;0.004255396236087832
💨;Quartiersanteil Mechanische Lüftung mit aktiver Kühlung;;pro Quartiersvolumen!;;Vent_share_mech_cooled;0;0;0;0;0.10218679957026007;1;1;1;0.47662508207485244;0.04649083948119582;0.04649083948119582;0.2363415923377391;0;0.04649083948119582;0.04649083948119582;0.2363415923377391;0.2363415923377391;0.04649083948119582;0.04649083948119582;0.04649083948119582
💨;Test;;;;test_NFV_shares;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
