icon;domain;measure;spatial_scope;temporal_scope;entity_group;entity_key;var_name;ka;label_de;unit
;pe_import_export_balance;;;;;;PEI_saldo_project;3;PE-IE-Bilanz Projektwert;kWhPEges./m²NGFa
;pe_import_export_balance;;;;;;PEI_saldo_target;3;PE-IE-Bilanz Zielwert;kWhPEges./m²NGFa
;pe_import_export_balance;;;;;;PEI_importExport_balance;3;importExport Saldo Projektwert - Zielwert;kWhPEges./m²NGFa
;;;;;;;fPE_grid;3;PE Faktor Netzstrom Statistisch;
;;;;;;;fPE_eff;3;PE Faktor Netzstrom Effektiv;
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_walls_fossile;3;Bauteil Außenwand fossil;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_walls_biogenic;3;Bauteil Außenwand biogen;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_life_walls;3;Bauteil Außenwand Lebensdauer;Jahre
;;;;;;;GWP_ee_lc_walls_fossil;3;;
;;;;;;;GWP_ee_lc_walls_biogenic;3;;
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_walls;3;Bauteil Außenwand;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_windows_fossile;3;Bauteil Fenster fossil;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_windows_bigenic;3;Bauteil Fenster biogen;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_life_windows;3;Bauteil Fenster Lebensdauer;Jahre
;;;;;;;GWP_ee_lc_windows_fossile;3;;
;;;;;;;GWP_ee_lc_windows_biogenic;3;;
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_windows;3;Bauteil Fenster;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_roof_fossile;3;Bauteil Dach fossil;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_roof_biogenic;3;Bauteil Dach biogen;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_life_roof;3;Bauteil Dach Lebensdauer;Jahre
;;;;;;;GWP_ee_lc_roof_fossile;3;;
;;;;;;;GWP_ee_lc_roof_biogenic;3;;
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_roof;3;Bauteil Dach;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_ground_fossile;3;Bauteil Decke gegen Erdreich / Keller fossil;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_ground_biogenic;3;Bauteil Decke gegen Erdreich / Keller biogen;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_life_ground;3;Bauteil Decke gegen Erdreich / Keller Lebensdauer;Jahre
;;;;;;;GWP_ee_lc_ground_fossile;3;;
;;;;;;;GWP_ee_lc_ground_biogenic;3;;
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_ground;3;Bauteil Decke gegen Erdreich / Keller;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_ceilings_fossile;3;Bauteil Zwischengeschoßdecken fossil;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_ceilings_biogenic;3;Bauteil Zwischengeschoßdecken biogen;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_life_ceilings;3;Bauteil Zwischengeschoßdecken Lebensdauer;Jahre
;;;;;;;GWP_ee_lc_ceilings_fossile;3;;
;;;;;;;GWP_ee_lc_ceilings_biogenic;3;;
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_ceil;3;Bauteil Zwischengeschoßdecken;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_general_fossile;3;Baulich Allgemein fossil;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_general_bigonenic;3;Baulich Allgemein biogen;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_life_general;3;Baulich Allgemein Lebensdauer;Jahre
;;;;;;;GWP_ee_lc_general_fossile;3;;
;;;;;;;GWP_ee_lc_general_biogenic;3;;
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_general;3;Baulich Allgemein;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_other_fossile;3;Baulich Andere fossil;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_other_biogenic;3;Baulich Andere biogen;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_life_other;3;Baulich Andere Lebensdauer;Jahre
;;;;;;;GWP_ee_lc_other_fossile;3;;
;;;;;;;GWP_ee_lc_other_biogenic;3;;
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_other;3;Baulich Sammel-Maßnahmen;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_direct_fossile;3;Baulich Direkteingabe fossil;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_direct_biogenic;3;Baulich Direkteingabe biogen;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_life_direct;3;"Baulich 
Direkteingabe Lebensdauer";Jahre
;;;;;;;GWP_ee_lc_direct_fossile;3;;
;;;;;;;GWP_ee_lc_direct_biogenic;3;;
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_direct;3;Baulich Direkteingabe;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_con_build;3;Baulich Errichtung;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_rep_build;3;Baulich Instandsetzung;GWP 100A (kgCO2equiv/m²BGF)
;;;;;;;GWP_ee_lc_fossil;3;Baulich Fossil;GWP 100A (kgCO2equiv/m²BGF)
;;;;;;;GWP_ee_lc_biogenic;3;Baulich Biogen;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_construction;3;Baulich;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_tga_pv_fossile;3;TGA PV fossil;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_tga_pv_biogenic;3;TGA PV biogen;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_life_tga_pv;3;TGA PV Lebensdauer;Jahre
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_pv;3;TGA PV;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_tga_boreholes_fossile;3;TGA Erdsonden fossil;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_tga_boreholes_biogenic;3;TGA Erdsonden biogen;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_life_tga_boreholes;3;TGA Erdsonden Lebensdauer;Jahre
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_boreholes;3;TGA Erdsonden;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_tga_ventilation_fossile;3;TGA Lüftung fossil;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_tga_ventilation_biogenic;3;TGA Lüftung biogen;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_life_tga_ventilation;3;TGA Lüftung Lebensdauer;Jahre
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_ventilation;3;TGA Lüftung;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_tga_solarthermal_fossile;3;TGA Solarthermie fossil;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_tga_solarthermal_biogenic;3;TGA Solarthermie biogen;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_life_solarthermal;3;TGA Solarthermie Lebensdauer;Jahre
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_solarthermal;3;TGA Solarthermie;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_tga_battery_fossile;3;TGA E-Batterie fossil;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_tga_battery_biogenic;3;TGA E-Batterie biogen;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_life_battery;3;TGA E-Batterie Lebensdauer;Jahre
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_battery;3;TGA E-Batterie;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_tga_storage_fossile;3;TGA Speicher fossil;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_tga_storage_biogenic;3;TGA Speicher biogen;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_life_storage;3;TGA Speicher Lebensdauer;Jahre
;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_storage;3;TGA Speicher;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_tga_general_fossile;3;TGA Allgemein fossil;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_tga_general_biogenic;3;TGA Allgemein biogen;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_life_tga_general;3;TGA Allgemein Lebensdauer;Jahre
;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_tga_general;3;TGA Allgemein;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_tga_other_fossile;3;TGA Andere fossil;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_tga_other_biogenic;3;TGA Andere biogen;GWP 100A (kgCO2equiv/m²BGF)
;;THG-Bilanz;Graue Emissionen;;;;GWP_life_tga_other;3;TGA Andere Lebensdauer;Jahre
;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_tga_other;3;TGA Sammel-Maßnahmen;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_con_tga;3;Errichtung TGA;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_rep_tga;3;Instandsetzung TGA;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_tga;3;TGA;GWP 100A (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_mob_fossile;3;Errichtung Mobilität fossil;GWP 100S (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_mob_ev;3;Errichtung Mobilität Elektrisch;GWP 100S (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Graue Emissionen;;;;GWP_ee_lc_mob;3;Errichtung Mobilität;GWP 100S (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Betrieb;pro Jahr;;;GWP_oe_battery_charge;3;Betrieb Batterie Beladung;GWP pro Jahr (kgCO2equiv/m²BGFa)
☁;;;;;;;GWP_emInt_grid_avg;3;Emissions-Intensität Netzstrom allgemein;gCO2eq/kWh
☁;;;;;;;GWP_emInt_grid;3;Emissions-Intensität Netzstrombezug;gCO2eq/kWh
☁;;;;;;;GWP_emInt_flex;3;Emissions-Intensität Flexibler Netzbezug;gCO2eq/kWh
☁;;;;;;;GWP_emInt_batt_charge;3;Emissions-Intensität Batterie Beladung;gCO2eq/kWh
;;;;;;;GWP_emInt_ev_charge;3;Emissions-Intensität EV ladung;gCO2eq/kWh
☁;;;;;;;GWP_emInt_PV_feedin;3;Emissions-Intensität Netzeinspeisung;gCO2eq/kWh
☁;;THG-ImportExport Bilanz;Betrieb;pro Jahr;;;GWP_oe_grid_build;3;Betrieb Gebäude Netzstrombezug;GWP pro Jahr (kgCO2equiv/m²BGFa)
☁;;THG-Bilanz;Betrieb;pro Jahr;;;GWP_oe_flex_build;3;Betrieb Gebäude Flexibler Netzbezug;GWP pro Jahr (kgCO2equiv/m²BGFa)
☁;;THG-ImportExport Bilanz;Betrieb;pro Jahr;;;GWP_oe_district_heating;3;Betrieb HKLS Fernwärme;GWP pro Jahr (kgCO2equiv/m²BGFa)
☁;;THG-ImportExport Bilanz;Betrieb;pro Jahr;;;GWP_oe_natural_gas;3;Betrieb HKLS Erdgas;GWP pro Jahr (kgCO2equiv/m²BGFa)
☁;;THG-ImportExport Bilanz;Betrieb;pro Jahr;;;GWP_oe_biomass;3;Betrieb HKLS Biomasse;GWP pro Jahr (kgCO2equiv/m²BGFa)
☁;;THG-ImportExport Bilanz;Betrieb;pro Jahr;;;GWP_oe_other;3;Betrieb HKLS Sonstige;GWP pro Jahr (kgCO2equiv/m²BGFa)
☁;;THG-ImportExport Bilanz;Betrieb;pro Jahr;;;GWP_oe_grid_feedin;3;Betrieb Netzeinspeisung;GWP pro Jahr (kgCO2equiv/m²BGFa)
☁;;THG-ImportExport Bilanz;Betrieb;pro Jahr;;;GWP_oe_building;3;Betrieb Gebäude;GWP pro Jahr (kgCO2equiv/m²BGFa)
☁;;THG-Bilanz;Betrieb;pro Jahr;;;GWP_oe_mob_ev;3;GWP MIV elektrisch INSGESAMTE LADUNG;GWP pro Jahr (kgCO2equiv/m²BGFa)
☁;;THG-ImportExport Bilanz;Betrieb;pro Jahr;;;GWP_oe_mob_ev_export;3;GWP MIV Export (Anderer Verkehr);GWP pro Jahr (kgCO2equiv/m²BGFa)
☁;;THG-Bilanz;Betrieb;pro Jahr;;;GWP_oe_mob_fossile;3;GWP MIV fossil;GWP pro Jahr (kgCO2equiv/m²BGFa)
☁;;THG-Bilanz;Betrieb;pro Jahr;;;GWP_oe_mob;3;Mobilität (Ursächlich);GWP pro Jahr (kgCO2equiv/m²BGFa)
;;;;;;;GWP_oe;3;GWP Quartier (Gebäude+MIV);GWP pro Jahr (kgCO2equiv/m²BGFa)
☁;;THG-Bilanz;Betrieb 2025-2075;2025-2075;;;GWP_oe_lc_grid_build;3;LZ Betrieb Gebäude Netzstrombezug;GWP 100S (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Betrieb 2025-2075;2025-2075;;;GWP_oe_lc_flex_build;3;LZ Betrieb Gebäude Flexibler Netzbezug;GWP 100S (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Betrieb 2025-2075;2025-2075;;;GWP_oe_lc_district_heating;3;LZ Betrieb HKLS Fernwärme;GWP 100S (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Betrieb 2025-2075;2025-2075;;;GWP_oe_lc_natural_gas;3;LZ Betrieb HKLS Erdgas;GWP 100S (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Betrieb 2025-2075;2025-2075;;;GWP_oe_lc_biomass;3;LZ Betrieb HKLS Biomasse;GWP 100S (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Betrieb 2025-2075;2025-2075;;;GWP_oe_lc_other;3;LZ Betrieb HKLS Sonstige;GWP 100S (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Betrieb 2025-2075;2025-2075;;;GWP_oe_lc_grid_feedin;3;LZ Betrieb Netzeinspeisung;GWP 100S (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Betrieb 2025-2075;2025-2050;;;GWP_oe_lc_building;3;LZ Betrieb Gebäude;
;;;;;;;GWP_oe_lc_emission;3;LZ Betrieb Gebäude Emissionen;
;;;;;;;GWP_oe_lc_emission_savings;3;LZ Betrieb Gebäude Vermiedene Emissionen;
☁;;THG-Bilanz;Betrieb 2025-2075;2025-2050;;;GWP_oe_lc_mob_ev;3;LCA OE MIV elektrisch;GWP 100S (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Betrieb 2025-2075;2025-2075;;;GWP_oe_lc_mob_export;3;LV Mobilitäts-Export;GWP 100S (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Betrieb 2025-2075;2025-2050;;;GWP_oe_lc_mob_fossile;3;LCA OE MIV fossil;GWP 100S (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Betrieb 2025-2075;2025-2050;;;GWP_oe_lc_mob;3;Mobilität;GWP 100S (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Betrieb 2025-2075;2025-2050;;;GWP_lc_total;3;THG-Emissionen 2025-2075;GWP 100S (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Betrieb 2025-2075;2025-2050;;;GWP_lc_OE_total;3;OE THG-Emissionen 2025-2075;GWP 100S (kgCO2equiv/m²BGF)
☁;;THG-Bilanz;Betrieb 2025-2075;2025-2050;;;GWP_lc_EE_total;3;EE THG-Emissionen 2025-2075;GWP 100S (kgCO2equiv/m²BGF)
💸;;Stromkosten;;;;;cost_E_grid;3;Kosten Netzbezug;€
💸;;Stromkosten;;;;;cost_VRGrid_flex;3;Kosten Flexibler Bezug;€
💸;;Stromkosten;;;;;cost_PV_to_Egrid;3;Kosten Netzeinspeisung;€
💸;;Stromkosten;;;;;cost_total;3;Summe Kosten;€
;;Netzdienlichkeit der Energieflexibilität;;;;;flex_signal_ratio;3;Freigabesignal Anteil Jahr;
;;Netzdienlichkeit der Energieflexibilität;;;;;flex_signal_ratio_winter;3;Freigabesignal Anteil  Winter;
;;Netzdienlichkeit der Energieflexibilität;;;;;flex_signal_ratio_summer;3;Freigabesignal Anteil  Sommer;
"""";;Netzdienlichkeit der Energieflexibilität;;;;;flex_GSRU;3;Flex GSRU;
;;Netzdienlichkeit der Energieflexibilität;;;;;flex_GSRI;3;Flex GSRI;
;;Netzdienlichkeit der Energieflexibilität;;;;;flex_GSR;3;Flex GSR;
;;PV;;;;;PV_own_consumption_direct;3;PV Eigenverbrauch direkt;
;;PV;;;;;PV_own_consumption_flex;3;PV Eigenverbrauch flex;
S;;PV;;;;;PV_own_consumption;3;PV Eigenverbrauch insgesamt;
;;PV;;;;;EUI_self_sufficiency;3;Energie-Autonomie;
🔋;;Batterienutzung;;;;;Batt_total_charge;3;Batterie Jährliche Beladung;kWh/m²NGFa
🔋;;Batterienutzung;;;;;Batt_total_discharge;3;Jährliche Entladung;kWh/m²NGFa
🔋;;Batterienutzung;;;;;Batt_charge_losses;3;Verluste Beladung;kWh/m²NGFa
🔋;;Batterienutzung;;;;;Batt_discharge_losses;3;Verluste Entladung;kWh/m²NGFa
🔋;;Batterienutzung;;;;;Batt_RTE;3;Round-Trip- Efficiency;
🔋;;Batterienutzung;;;;;Batt_FEC;3;Batterie Volladezyklen;x
;;Mobilität;StatPAX;;;;StatPAX;3;Quartier;StatPAX
;;Mobilität;Jkm;;;;mob_annual_milage_district;3;Gesamtverkehr;km/a
;;Mobilität;JPkm;;;;mob_annual_mileage_PAX;3;Gesamtverkehr pro STATPAX;km/PAX/a
;;Mobilität;Statistisch;;;;UED_mob_el_target;3;EE-Bedarf Zielverkehr Elektrisch;kWh/m²NGFa
;;Mobilität;Statistisch;;;;EUI_mob_fossile;3;EE-Bedarf Zielverkehr Fossil;kWh/m²NGFa
;;Mobilität;Real;;;;EV_FEC;3;EV Volladezyklen;
;;Mobilität;Real;;;;UED_mob_el_total;3;Gesamtverkehr elektrisch;kWh/m²NGFa
;;Mobilität;Real;;;;UED_mob_el_other;3;Quell- und anderer Verkehr elektrisch;kWh/m²NGFa
;;Mobilität;;;;;EUIev_el_total;3;EV Jährliche Beladung;
;;Warmwasser;;;;;Edhw_th;3;WW Endenergiebedarf Thermisch;kWh/m²NGFa
;;Warmwasser;;;;;Edhw_el;3;WW Endenergiebedarf Elektrisch (inkl. Hilfsstrom);kWh/m²NGFa
;;Warmwasser;;;;;Edhw_aux_el;3;WW Hilfsstrom;
;;Warmwasser;;;;;Edhw_1_th;3;WW 1 Endenergie thermisch;kWh/m²NGFa
;;Warmwasser;;;;;Edhw_1_el;3;WW 1 Endenergie elektrisch (inkl. Hilfsstrom);kWh/m²NGFa
;;Warmwasser;;;;;Edhw_1_aux_el;3;WW 1 Hilfsstrom;kWh/m²NGFa
;;Warmwasser;;;;;Edhw_2_th;3;WW 2 Endenergie thermisch;kWh/m²NGFa
;;Warmwasser;;;;;Edhw_2_el;3;WW 2 Endenergie elektrisch (inkl.Hilfsstrom);kWh/m²NGFa
;;Warmwasser;;;;;Edhw_2_aux_el;3;WW 2 Hilfsstrom;kWh/m²NGFa
