Icon	Name	Einheit	Kommentar	Type	var_name	REF	ka	STAGE	Default Var	Neues Projekt	Test_PG2	Test_AB	Test_RU	TESTWuerfel	Alliiertenviertel Bestand	Pgteilgeühlt	Beispielquartier ohne Kühlung	Test	Spalte2	Spalte3	Spalte4	Kurze ID	Kurze ID_2	Kurze ID_2_2	Kurze ID_2_2_2_2	test_2
💨	Skalierung Luftwechsel Handel Lebensmittel			Zwischenrechnung	vent_scale_supermarket	=K426/MAX(Nutzung_Handel_Food[Bedarf Luftwechsel])	0	1,0		#BEZUG!							0,30	1,0				1	1	1	1	1
💨	Skalierung Luftwechsel Handel sonstiger			Zwischenrechnung	vent_scale_retail	=K427/MAX(Nutzung_Handel_NonFood[Bedarf Luftwechsel])	0	1,0		#BEZUG!							0,30	1,0				1	1	1	1	1
💨	Skalierung Luftwechsel Sonstige Nutzung			Zwischenrechnung	vent_scale_other	#NV	0																			
💨	Lüfterstrom mech. Wohnen	Anteil		Neu (aus alt Berechenbar)	Ev_scale_residential	='💨L'!D41	2	1,0		#BEZUG!							1,00	1,0				1	1	1	1	1
💨	Lüfterstrom mech. Büro	Anteil		Neu (aus alt Berechenbar)	Ev_scale_office	='💨L'!D42	2	1,0		#BEZUG!							1,00	1,0				1	1	1	1	1
💨	Lüfterstrom mech.  Bildung sekundär	Anteil		Neu (aus alt Berechenbar)	Ev_scale_school_sec	='💨L'!D43	2	1,0		#BEZUG!							1,00	1,0				1	1	1	1	1
💨	Lüfterstrom mech.  Bildung primär	Anteil		Neu (aus alt Berechenbar)	Ev_scale_school_prim	='💨L'!D44	2	1,0		#BEZUG!							1,00	1,0				1	1	1	1	1
💨	Lüfterstrom mech.  Handel Lebensmittel	Anteil		Neu (aus alt Berechenbar)	Ev_scale_retail_food	='💨L'!D45	2	1,0		#BEZUG!							1,00	1,0				1	1	1	1	1
💨	Lüfterstrom mech.  Handel sonstiger	Anteil		Neu (aus alt Berechenbar)	Ev_scale_retail_other	='💨L'!D46	2	1,0		#BEZUG!							1,00	1,0				1	1	1	1	1
💨	Lüfterstrom mech.  Sonstige Nutzung	Anteil		Neu (aus alt Berechenbar)	Ev_scale_other	='💨L'!D47	2	1,0		#BEZUG!							1,00	1,0				1	1	1	1	1
💨	Wärmerückgewinnung Winter Wohnen		Maximal	Neu (aus alt Berechenbar)		='💨L'!D30	2	0,8		#BEZUG!	0,0	0,0	0,0		0,00	0,00	0,00	0,8				0,8	0,8	0,8	0,8	0,8
💨	Wärmerückgewinnung Winter Büro		Maximal	Neu (aus alt Berechenbar)		='💨L'!D31	2	0,8		#BEZUG!	0,0	0,0	0,0		0,00	0,00	0,80	0,8				0,8	0,8	0,8	0,8	0,8
💨	Wärmerückgewinnung Winter Bildung sekundär		Maximal	Neu (aus alt Berechenbar)		='💨L'!D33	2	0,0		#BEZUG!	0,0	0,0	0,0		0,00	0,00	0,00	0,0				0	0	0	0	0
💨	Wärmerückgewinnung Winter Bildung primär		Maximal	Neu (aus alt Berechenbar)		='💨L'!D32	2	0,0		#BEZUG!	0,0	0,0	0,0		0,00	0,00	0,00	0,0				0	0	0	0	0
💨	Wärmerückgewinnung Winter Handel Lebensmittel		Maximal	Neu (aus alt Berechenbar)		='💨L'!D34	2	0,0		#BEZUG!	0,0	0,0	0,0		0,00	0,00	0,00	0,0				0	0	0	0	0
💨	Wärmerückgewinnung Winter Handel sonstiger		Maximal	Neu (aus alt Berechenbar)		='💨L'!D35	2	0,0		#BEZUG!	0,0	0,0	0,0		0,00	0,00	0,00	0,0				0	0	0	0	0
💨	Wärmerückgewinnung Winter Sonstige Nutzung		Maximal	Neu (aus alt Berechenbar)		='💨L'!D36	2	0,0		#BEZUG!	0,0	0,0	0,0		0,00	0,00	0,00	0,0				0	0	0	0	0
💨	Wärmerückgewinnung Sommer Wohnen			Neu (aus alt Berechenbar)		='💨L'!F30	2	0,2									0,00	0,2				0,2	0,2	0,2	0,2	0,2
💨	Wärmerückgewinnung Sommer Büro			Neu (aus alt Berechenbar)		='💨L'!F31	2	0,2									0,80	0,2				0,2	0,2	0,2	0,2	0,2
💨	Wärmerückgewinnung Sommer Bildung sekundär			Neu (aus alt Berechenbar)		='💨L'!F32	2	0,0									0,00	0,0				0	0	0	0	0
💨	Wärmerückgewinnung Sommer Bildung primär			Neu (aus alt Berechenbar)		='💨L'!F33	2	0,0									0,00	0,0				0	0	0	0	0
💨	Wärmerückgewinnung Sommer Handel Lebensmittel			Neu (aus alt Berechenbar)		='💨L'!F34	2	0,0									0,00	0,0				0	0	0	0	0
💨	Wärmerückgewinnung Sommer Handel sonstiger			Neu (aus alt Berechenbar)		='💨L'!F35	2	0,0									0,00	0,0				0	0	0	0	0
💨	Wärmerückgewinnung Sommer Sonstige Nutzung			Neu (aus alt Berechenbar)		='💨L'!F36	2	0,0									0,00	0,0				0	0	0	0	0
💨	Wärmerückgewinnung Übergangszeit Wohnen			Neu (aus alt Berechenbar)		='💨L'!E30	2	0,0									0,50	0,0				0	0	0	0	0
💨	Wärmerückgewinnung Übergangszeit Büro			Neu (aus alt Berechenbar)		='💨L'!E31	2	0,0									0,50	0,0				0	0	0	0	0
💨	Wärmerückgewinnung Übergangszeit Bildung sekundär			Neu (aus alt Berechenbar)		='💨L'!E32	2	0,0									0,50	0,0				0	0	0	0	0
💨	Wärmerückgewinnung Übergangszeit Bildung primär			Neu (aus alt Berechenbar)		='💨L'!E33	2	0,0									0,50	0,0				0	0	0	0	0
💨	Wärmerückgewinnung Übergangszeit Handel Lebensmittel			Neu (aus alt Berechenbar)		='💨L'!E34	2	0,0									0,50	0,0				0	0	0	0	0
💨	Wärmerückgewinnung Übergangszeit Handel sonstiger			Neu (aus alt Berechenbar)		='💨L'!E35	2	0,0									0,50	0,0				0	0	0	0	0
💨	Wärmerückgewinnung Übergangszeit Sonstige Nutzung			Neu (default, nicht berechenbar)		='💨L'!E36	2	0,0									0,50	0,0				0	0	0	0	0
💨	Quartiersanteil Fensterlüftung		pro Quartiersvolumen!			=SUMMENPRODUKT(K269:K275;K243:K249;K402:K408)/NFV_total	0	0%										25%				0,25	0,25	0,25	0,25	0,25
💨	Fensterlüftung Anteil ohne aktive Kühlung		pro Quartiersvolumen!		Vent_share_window_uncooled	=WENNFEHLER(SUMMENPRODUKT(K243:K249;Cool_Passive_Shares;MTRANS(vent_window_shares);K269:K275)/NFV_total;0)	0	0,000%										25,000%				0,25	0,25	0,25	0,25	0,25
💨	Fensterlüftung Anteil mit aktiver Kühlung		pro Quartiersvolumen!		Vent_share_window_cooled	=WENNFEHLER(SUMMENPRODUKT(K243:K249;COOL_active_shares;MTRANS(vent_window_shares);K269:K275)/NFV_total;0)	0	0,00%										0,00%				0	0	0	0	0
💨	Quartiersanteil Mechanische Lüftung		pro Quartiersvolumen!			=SUMMENPRODUKT(K269:K275;K243:K249;K395:K401)/NFV_total	0	100%										75%				0,75	0,75	0,75	0,75	0,75
💨	Quartiersanteil Mechanische Lüftung ohne aktiver Kühlung		pro Quartiersvolumen!		Vent_share_mech_uncooled	=WENNFEHLER(SUMMENPRODUKT(K243:K249;Cool_Passive_Shares;MTRANS(vent_mech_shares);K269:K275)/NFV_total;0)	0	50%										25%				0,25	0,25	0,25	0,25	0,25
💨	Quartiersanteil Mechanische Lüftung mit aktiver Kühlung		pro Quartiersvolumen!		Vent_share_mech_cooled	=WENNFEHLER(SUMMENPRODUKT(K243:K249;COOL_active_shares;MTRANS(vent_mech_shares);K269:K275)/NFV_total;0)	0	50%										50%				0,5	0,5	0,5	0,5	0,5
💨	Test				test_NFV_shares	=100%=SUMME(Vent_share_window_uncooled;Vent_share_window_cooled;Vent_share_mech_uncooled;Vent_share_mech_cooled)	0	WAHR										WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
💨							0	0,0										0,0				0	0	0	0	0
💨							0	0,0										0,0				0	0	0	0	0
💨							0	0,0										0,0				0	0	0	0	0
💨							0	0,0										0,0				0	0	0	0	0
💨							0	0,0										0,0				0	0	0	0	0
💨							0	0,0										0,0				0	0	0	0	0
💨							0	0,0										0,0				0	0	0	0	0
💨							0	0,0										0,0				0	0	0	0	0
💨							0	0,0										0,0				0	0	0	0	0
💨							0	0,0										0,0				0	0	0	0	0
		93	Parameter																							
👤	Innere Wärmen Wohnen Maximal	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	56,9	56,93173547	56,9	56,9	56,9	56,9	0	56,93	56,93	56,93	56,9				56,93173547	56,93173547	56,93173547	56,93173547	56,93173547
👤	Innere Wärmen Wohnen Minimal	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	28,5	28,46586773	28,5	28,5	28,5	28,5	0	28,47	28,47	28,47	28,5				28,46586773	28,46586773	28,46586773	28,46586773	28,46586773
👤	Innere Wärmen Büro Maximal	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	75,3	75,33792868	75,3	75,3	75,3	75,3	0	75,34	75,34	75,34	75,3				75,33792868	75,33792868	75,33792868	75,33792868	75,33792868
👤	Innere Wärmen Büro Minimal	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	37,7	37,66896434	37,7	37,7	37,7	37,7	0	37,67	37,67	37,67	37,7				37,66896434	37,66896434	37,66896434	37,66896434	37,66896434
👤	Innere Wärmen Bildung sekundär Maximal	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	106,5	106,5427101	106,5	106,5	106,5	106,5	0	106,54	106,54	106,54	106,5				106,5427101	106,5427101	106,5427101	106,5427101	106,5427101
👤	Innere Wärmen Bildung sekundär Minimal	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	53,3	53,27135506	53,3	53,3	53,3	53,3	0	53,27	53,27	53,27	53,3				53,27135506	53,27135506	53,27135506	53,27135506	53,27135506
👤	Innere Wärmen Bildung primär Maximal	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	54,0	53,99825259	54,0	54,0	54,0	54,0	0	54,00	54,00	54,00	54,0				53,99825259	53,99825259	53,99825259	53,99825259	53,99825259
👤	Innere Wärmen Bildung primär Minimal	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	27,0	26,99912629	27,0	27,0	27,0	27,0	0	27,00	27,00	27,00	27,0				26,99912629	26,99912629	26,99912629	26,99912629	26,99912629
👤	Innere Wärmen Handel Lebensmittel Maximal	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	80,8	80,81834147	80,8	80,8	80,8	80,8	0	80,82	80,82	80,82	80,8				80,81834147	80,81834147	80,81834147	80,81834147	80,81834147
👤	Innere Wärmen Handel Lebensmittel Minimal	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	40,4	40,40917073	40,4	40,4	40,4	40,4	0	40,41	40,41	40,41	40,4				40,40917073	40,40917073	40,40917073	40,40917073	40,40917073
👤	Innere Wärmen Handel sonstiger Maximal	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	80,8	80,81834147	80,8	80,8	80,8	80,8	0	80,82	80,82	80,82	80,8				80,81834147	80,81834147	80,81834147	80,81834147	80,81834147
👤	Innere Wärmen Handel sonstiger Minimal	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	40,4	40,40917073	40,4	40,4	40,4	40,4	0	40,41	40,41	40,41	40,4				40,40917073	40,40917073	40,40917073	40,40917073	40,40917073
👤	Innere Wärmen Sonstige Nutzung Maximal	kWh/m²NGFa	Input fehlt	Neu (default, nicht berechenbar)		=[@Buffer]	0	50,0	50	50,0	50,0	50,0	50,0	0	50,00	50,00	50,00	50,0				50	50	50	50	50
👤	Innere Wärmen Sonstige Nutzung Minimal	kWh/m²NGFa	Input fehlt	Neu (default, nicht berechenbar)		=[@Buffer]	0	25,0	25	25,0	25,0	25,0	25,0	0	25,00	25,00	25,00	25,0				25	25	25	25	25
👤	WWWB Wohnen	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)	DHW_demand_residential_kWhm2	=[@Buffer]	0	12,8	15,96790392	12,8	19,7	12,8	12,8	0	12,78	19,65	19,65	12,8				12,77501343	12,77501343	12,77501343	12,77501343	12,77501343
👤	WWWB Büro	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)	DHW_demand_office_kWhm2	=[@Buffer]	0	3,0	5,1328125	3,0	3,2	3,0	3,0	0	3,03	3,19	3,19	3,0				3,026406694	3,026406694	3,026406694	3,026406694	3,026406694
👤	WWWB Bildung sekundär	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)	DHW_demand_schoolsec_kWhm2	=[@Buffer]	0	3,4	5,703125	3,4	5,2	3,4	3,4	0	3,36	5,17	5,17	3,4				3,362336654	3,362336654	3,362336654	3,362336654	3,362336654
👤	WWWB Bildung primär	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)	DHW_demand_schoolprim_kWhm2	=[@Buffer]	0	3,4	5,703125	3,4	5,2	3,4	3,4	0	3,36	5,17	5,17	3,4				3,362336654	3,362336654	3,362336654	3,362336654	3,362336654
👤	WWWB Handel Lebensmittel	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)	DHW_demand_retailfood_kWhm2	=[@Buffer]	0	6,3	9,125	6,3	6,7	6,3	6,3	0	6,34	6,67	6,67	6,3				6,339990711	6,339990711	6,339990711	6,339990711	6,339990711
👤	WWWB Handel sonstiger	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)	DHW_demand_retailother_kWhm2	=[@Buffer]	0	6,3	9,125	6,3	6,7	6,3	6,3	0	6,34	6,67	6,67	6,3				6,339990711	6,339990711	6,339990711	6,339990711	6,339990711
👤	WWWB Sonstige Nutzung	kWh/m²NGFa	Input fehlt	Neu (default, nicht berechenbar)	DHW_demand_other_kWhm2	=[@Buffer]	0	5,0	5	5,0	5,00	5,00	5,00	0	5,00	5,00	5,00	5,0				5	5	5	5	5
👤	Allgemeinstrom Wohnen	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	1,8	1,752	1,8	1,75	1,75	1,75	0	1,75	1,75	1,75	1,8				1,752	1,752	1,752	1,752	1,752
👤	Allgemeinstrom Büro	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	1,8	1,752	1,8	1,75	1,75	1,75	0	1,75	1,75	1,75	1,8				1,752	1,752	1,752	1,752	1,752
👤	Allgemeinstrom Bildung sekundär	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	0,9	0,876	0,9	0,88	0,88	0,88	0	0,88	0,88	0,88	0,9				0,876	0,876	0,876	0,876	0,876
👤	Allgemeinstrom Bildung primär	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	0,9	0,876	0,9	0,88	0,88	0,88	0	0,88	0,88	0,88	0,9				0,876	0,876	0,876	0,876	0,876
👤	Allgemeinstrom Handel lebensmittel	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	1,8	1,752	1,8	1,75	1,75	1,75	0	1,75	1,75	1,75	1,8				1,752	1,752	1,752	1,752	1,752
👤	Allgemeinstrom Handel sonstiger	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	1,8	1,752	1,8	1,75	1,75	1,75	0	1,75	1,75	1,75	1,8				1,752	1,752	1,752	1,752	1,752
👤	Allgemeinstrom Sonstige Nutzung	kWh/m²NGFa	Input fehlt	Neu (default, nicht berechenbar)		=[@Buffer]	0	1,0	1	1,0	1,00	1,00	1,00	0	1,00	1,00	1,00	1,0				1	1	1	1	1
👤	Nutzerstrom Wohnen	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	26,7	20,52860312	26,7	26,72	26,72	26,72	0	26,72	26,72	26,72	26,7				26,71828764	26,71828764	26,71828764	26,71828764	26,71828764
👤	Nutzerstrom Büro	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	19,4	24,63654231	19,4	19,45	19,45	19,45	0	19,45	19,45	19,45	19,4				19,44724004	19,44724004	19,44724004	19,44724004	19,44724004
👤	Nutzerstrom Bildung sekundär	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	11,8	51,32413479	11,8	11,75	11,75	11,75	0	11,75	11,75	11,75	11,8				11,75208902	11,75208902	11,75208902	11,75208902	11,75208902
👤	Nutzerstrom Bildung primär	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	6,8	30,79448087	6,8	6,75	6,75	6,75	0	6,75	6,75	6,75	6,8				6,752089015	6,752089015	6,752089015	6,752089015	6,752089015
👤	Nutzerstrom Handel Lebensmittel	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	30,8	30,79567789	30,8	30,80	30,80	30,80	0	30,80	30,80	30,80	30,8				30,79567789	30,79567789	30,79567789	30,79567789	30,79567789
👤	Nutzerstrom Handel sonstiger	kWh/m²NGFa	Input fehlt	Neu (aus alt Berechenbar)		=[@Buffer]	0	4,4	30,79567789	4,4	4,42	4,42	4,42	0	4,42	4,42	4,42	4,4				4,423491562	4,423491562	4,423491562	4,423491562	4,423491562
👤	Nutzerstrom Sonstige Nutzung	kWh/m²NGFa	Input fehlt	Neu (default, nicht berechenbar)		=[@Buffer]	0	0,0		0,0	0,0	0,0	0,0		0,00	0,00	0,00	0,0				0	0	0	0	0
	Belegungsdichte Wohnen	m²NF/Pers		Deklarationsparameter		#NV	1	41,7										41,7				41,7	41,7	41,7	41,7	41,7
	Belegungsdichte Büro	m²NF/Pers				#NV	1	5,9										5,9				5,9	5,9	5,9	5,9	5,9
	Belegungsdichte Ausbildung	m²NF/Pers				#NV	1	2,5										2,5				2,5	2,5	2,5	2,5	2,5
	Belegungsdichte Handel	m²NF/Pers				#NV	1	10,7										10,7				10,7	10,7	10,7	10,7	10,7
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
							0	0,0										0,0				0	0	0	0	0
		61	Parameter				0																			
♨️	Heizperiode Jänner	Bool	Input fehlt	Neu (aus alt Berechenbar)		='🔥H'!D52	2	WAHR	1	WAHR	WAHR	WAHR	WAHR	1	WAHR	1,00	1,00	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
♨️	Heizperiode Februar	Bool	Input fehlt	Neu (aus alt Berechenbar)		='🔥H'!D53	2	WAHR	1	WAHR	WAHR	WAHR	WAHR	1	WAHR	1,00	1,00	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
♨️	Heizperiode März	Bool	Input fehlt	Neu (aus alt Berechenbar)		='🔥H'!D54	2	WAHR	1	WAHR	WAHR	WAHR	WAHR	1	WAHR	1,00	1,00	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
♨️	Heizperiode April	Bool	Input fehlt	Neu (aus alt Berechenbar)		='🔥H'!D55	2	FALSCH	0	FALSCH	FALSCH	FALSCH	FALSCH	0	FALSCH	0,00	0,00	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
♨️	Heizperiode Mai	Bool	Input fehlt	Neu (aus alt Berechenbar)		='🔥H'!D56	2	FALSCH	0	FALSCH	FALSCH	FALSCH	FALSCH	0	FALSCH	0,00	0,00	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
♨️	Heizperiode Juni	Bool	Input fehlt	Neu (aus alt Berechenbar)		='🔥H'!D57	2	FALSCH	0	FALSCH	FALSCH	FALSCH	FALSCH	0	FALSCH	0,00	0,00	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
♨️	Heizperiode Juli	Bool	Input fehlt	Neu (aus alt Berechenbar)		='🔥H'!D58	2	FALSCH	0	FALSCH	FALSCH	FALSCH	FALSCH	0	FALSCH	0,00	0,00	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
♨️	Heizperiode August	Bool	Input fehlt	Neu (aus alt Berechenbar)		='🔥H'!D59	2	FALSCH	0	FALSCH	FALSCH	FALSCH	FALSCH	0	FALSCH	0,00	0,00	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
♨️	Heizperiode September	Bool	Input fehlt	Neu (aus alt Berechenbar)		='🔥H'!D60	2	FALSCH	0	FALSCH	FALSCH	FALSCH	FALSCH	0	FALSCH	0,00	0,00	FALSCH				FALSCH	FALSCH	FALSCH	FALSCH	FALSCH
♨️	Heizperiode Oktober	Bool	Input fehlt	Neu (aus alt Berechenbar)		='🔥H'!D61	2	WAHR	1	WAHR	WAHR	WAHR	WAHR	1	WAHR	1,00	1,00	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
♨️	Heizperiode November	Bool	Input fehlt	Neu (aus alt Berechenbar)		='🔥H'!D62	2	WAHR	1	WAHR	WAHR	WAHR	WAHR	1	WAHR	1,00	1,00	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
♨️	Heizperiode Dezember	Bool	Input fehlt	Neu (aus alt Berechenbar)		='🔥H'!D63	2	WAHR	1	WAHR	WAHR	WAHR	WAHR	1	WAHR	1,00	1,00	WAHR				WAHR	WAHR	WAHR	WAHR	WAHR
♨️	spez. thermische Leistung Abgabesystem	W/m²	raumseitig	Neu (aus alt Berechenbar)	QHmax_room_m²	='🔥H'!D9	2	60,0		0,0	23,7	9,807646513	60		90,00	23,73	23,73	60,0				60	60	60	60	60
♨️	Thermische Leistung Abgabesystem	MW	raumseitig	Zwischenrechnung	QHmax_room_MW	=K555*K250/1000000	0	0,46		0,00						0,64	0,64	0,46				0,4608	0,4608	0,4608	0,4608	0,4608
♨️	Thermische Leistung HZEL1	W/m²	raumseitig, Elektrische Heizung PRIO1	Neu (aus alt Berechenbar)	QHmax_1el_m²	='🔥H'!D23	2	40,0		0,0	23,7	9,8	60,0		90,00	23,73	23,73	40,0				40	40	40	40	40
♨️	Thermische Leistung HZTH2	W/m²	raumseitig, thermische Heizung PRIO 2	Neu (aus alt Berechenbar)	QHmax_2th_m²	='🔥H'!D30	2	20,0		0,0	23,7	9,8	60,0		90,00	23,73	0,00	20,0				20	20	20	20	20
♨️	Thermische Leistung HZEL3	W/m²	raumseitig, Elektrisch, PRIO3	Neu (default, nicht berechenbar)	QHmax_3el_m²	='🔥H'!D37	2	60,0		0,0	23,7	9,8	60,0		90,00	23,73	0,00	60,0				60	60	60	60	60
♨️	Thermische Leistung HZTH4	W/m²	raumseitig, thermisch PRIO4	Neu (default, nicht berechenbar)	QHmax_4th_m²	='🔥H'!D44	2	60,0		0,0	23,7	9,8	60,0		90,00	23,73	0,00	60,0				60	60	60	60	60
♨️	Verteilverluste HZEL1			Neu (aus alt Berechenbar)	QH_distr_loss_1el	='🔥H'!D25	2	5,3%	5%	0,0%	0,05	0,05	0,05	0,05	0,05	0,15	0,05	5,3%				0,052861628	0,052861628	0,052861628	0,052861628	0,052861628
♨️	Verteilverluste HZTH2			Neu (aus alt Berechenbar)	QH_distr_loss_2th	='🔥H'!D32	2	5,3%	5%	0,0%	0,05	0,05	0,05	0,05	0,05	0,95	0,05	5,3%				0,052861628	0,052861628	0,052861628	0,052861628	0,052861628
♨️	Verteilverluste HZEL3			Neu (aus alt Berechenbar)	QH_distr_loss_3el	='🔥H'!D39	2	5,3%	5%	0,0%	0,05	0,05	0,05	0,05	0,05	0,95	0,05	5,3%				0,052861628	0,052861628	0,052861628	0,052861628	0,052861628
♨️	Verteilverluste HZTH4			Neu (aus alt Berechenbar)	QH_distr_loss_4th	='🔥H'!D47	2	0,0%	5%	0,0%	0,05	0,05	0,05	0,05	0,05	0,95	0,00	0,0%				0	0	0	0	0
♨️	Wirkungsgrad Erzeugung HZEL1			Neu (aus alt Berechenbar)		='🔥H'!D24	2	4,0	100%	0,0	4,6	2,878467602	5		4,5	4,6	4,61	4,0				4	4	4	4	4
♨️	Wirkungsgrad Erzeugung HZTH2			Neu (aus alt Berechenbar)		='🔥H'!D31	2	1,0	100%	0,0	0,95	0,95	0,95		0,95	0,95	0,95	1,0				0,95	0,95	0,95	0,95	0,95
♨️	Wirkungsgrad Erzeugung HZEL3			Neu (default, nicht berechenbar)		='🔥H'!D38	2	4,0	100%	0,0	0	0	0		0	0	0	4,0				4	4	4	4	4
♨️	Wirkungsgrad Erzeugung HZTH4			Neu (default, nicht berechenbar)		='🔥H'!D45	2	0,0	100%	0,0	0	0	0		0	0	0	0,0				0	0	0	0	0
♨️	Wirkungsgrad-Kehrwert Erzeugung HZEL1		weil schneller als divison durch Wirkugsgrad	Zwischenrechnung	QH_generation_eff_1el	=WENNFEHLER(1/'🔥H'!D24;0)	0	25,0%		0,0%							0,2	25,0%				0,25	0,25	0,25	0,25	0,25
♨️	Wirkungsgrad-Kehrwert Erzeugung HZTH2			Zwischenrechnung	QH_generation_eff_2th	=WENNFEHLER(1/'🔥H'!D31;0)	0	105,3%		0,0%							1,1	105,3%				1,052631579	1,052631579	1,052631579	1,052631579	1,052631579
♨️	Wirkungsgrad-Kehrwert Erzeugung HZEL3			Zwischenrechnung	QH_generation_eff_3el	=WENNFEHLER(1/'🔥H'!D38;0)	0	25,0%		0,0%							0,0	25,0%				0,25	0,25	0,25	0,25	0,25
♨️	Wirkungsgrad-Kehrwert Erzeugung HZTH4			Zwischenrechnung	QH_generation_eff_4th	=WENNFEHLER(1/'🔥H'!D45;0)	0	0,0%		0,0%							0,0	0,0%				0	0	0	0	0
♨️	Hilfsstromanteil HZAbwärme			Neu (default, nicht berechenbar)	QH_aux_wasteheat	#NV	1	5%									0,1	5%				0,05	0,05	0,05	0,05	0,05
♨️	Hilfsstromanteil HZEL1		am thermischen Energiebedarf	Neu (aus alt Berechenbar)	QH_aux_el_to_th_1el	='🔥H'!D26	2	2,0%		0,0%	0,02	0,02	0,02		0,02	0,02	0,02	2,0%				0,02	0,02	0,02	0,02	0,02
♨️	Hilfsstromanteil HZTH2		am thermischen Energiebedarf	Neu (aus alt Berechenbar)	QH_aux_el_to_th_2th	='🔥H'!D33	2	2,0%		0,0%	0,02	0,02	0,02		0,02	0,02	0,02	2,0%				0,02	0,02	0,02	0,02	0,02
♨️	Hilfsstromanteil HZEL3		am thermischen Energiebedarf	Neu (default, nicht berechenbar)	QH_aux_el_to_th_3el	='🔥H'!D40	2	2,0%		0,0%	0	0	0		0,00	0,00	0,00	2,0%				0,02	0,02	0,02	0,02	0,02
♨️	Hilfsstromanteil HZTH4		am thermischen Energiebedarf	Neu (default, nicht berechenbar)	QH_aux_el_to_th_4th	='🔥H'!D47	2	0,0%		0,0%	0	0	0		0,00	0,00	0,00	0,0%				0	0	0	0	0
